year,precipitation,observed_boxcox_streamflow,modelled_boxcox_streamflow,gauge,streamflow_model,objective_function,optimiser
1959,1004.18589102,NA,11.100560847137952,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1960,865.37234412,NA,10.208868824417896,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1961,662.81046938,NA,8.907678761584933,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1962,1057.08330729,NA,11.440356242932,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1963,1447.97910588,NA,13.951340747697865,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1964,1437.53385828,NA,13.884243953701484,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1965,798.3533141,NA,9.778360882117994,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1966,481.20253932,NA,7.741089865085781,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1967,1129.75812108,NA,11.907195057704827,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1968,1025.37110759,NA,11.236647627116817,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1969,764.85776245,18.110647515252506,9.56319660694513,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1970,1015.82765689,8.094366294367836,11.175343676252837,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1971,1403.67281596,13.644673396180549,13.6667318881141,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1972,1307.88746308,15.306061474623911,13.051438662316398,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1973,1442.89416026,11.53197080661532,13.918676749503325,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1974,1603.33913679,18.395220655162596,14.949321876382562,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1975,1221.28688089,9.47510144204883,12.49514534638114,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1976,1561.12352169,16.126367647250518,14.678142815984312,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1977,1290.64877586,14.17699661095619,12.940703073322956,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1978,925.39368632,6.113744842460292,10.594425949265704,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1979,1669.00759461,16.784259232029818,15.3711541923928,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1980,974.57423073,9.920103033385717,10.91034539735112,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1981,1496.26495297,14.918022208679938,14.261512957989778,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1982,773.35650469,NA,9.617789698381811,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1983,842.91974943,6.345070578630363,6.301643389151353,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1984,1108.91103221,7.534138963645613,8.010282857450978,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1985,1087.27216293,5.912414343420918,7.8712819634564,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1986,813.01853592,8.23507328344092,6.10956794585385,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1987,829.69157558,6.67222363436654,6.2166700031914335,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1988,722.6632666099999,NA,5.529155769566109,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1989,1044.28665438,NA,7.595157363785936,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1990,873.04810925,NA,6.4951779447411395,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1991,1067.98139197,13.413332077290296,7.74736447153075,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1992,893.7545589,NA,6.6281892853782365,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1993,824.04916192,NA,6.180425015855052,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1994,635.69352246,NA,4.970491080071317,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1995,990.2565736,NA,7.248086108174598,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1996,1343.67223401,10.7132492421536,13.281308120202468,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1997,1097.49262113,12.499476441494306,11.69993222524356,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1998,1323.15318905,13.478848533861813,13.149500604918336,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1999,1529.39140946,14.753668489256,14.474306288704074,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
2000,1225.51314957,13.03494220378215,12.522293489714317,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
2001,949.2952505,12.999722377633232,10.74796164218472,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
2002,719.95870226,NA,9.274779988443967,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
2003,673.56779164,NA,8.976780219326525,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
2004,1195.82572486,13.58890518794964,12.331591354510756,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
2005,718.23381317,5.15819631459417,9.263699875040208,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
2006,1233.14704917,11.221410950189853,12.571331119885016,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
2007,1126.81185814,NA,11.888269245209552,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
2008,1336.33854353,15.480785445548031,13.234198933497334,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
2009,1090.64827559,NA,11.655966427559893,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
2010,1665.03921495,12.50008244269628,15.345662642288575,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
2011,1584.71859062,15.250766966412316,14.829709685430906,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
2012,1086.99945384,NA,11.632527611108165,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
2013,1432.8205578,NA,13.853967280188298,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
2014,1145.68537051,12.28103441531207,12.009506406832989,105102A,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1959,1004.18589102,NA,11.100525361258953,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1960,865.37234412,NA,10.208900488905895,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1961,662.81046938,NA,8.907808414378348,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1962,1057.08330729,NA,11.440295168189412,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1963,1447.97910588,NA,13.951090579045347,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1964,1437.53385828,NA,13.883998837885851,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1965,798.3533141,NA,9.778424966730416,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1966,481.20253932,NA,7.74130736981747,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1967,1129.75812108,NA,11.907098826880386,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1968,1025.37110759,NA,11.236601892994043,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1969,764.85776245,18.110647515252506,9.56327689486506,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1970,1015.82765689,8.094366294367836,11.175302558727155,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1971,1403.67281596,13.644673396180549,13.666503152410275,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1972,1307.88746308,15.306061474623911,13.051256262303456,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1973,1442.89416026,11.53197080661532,13.91842904066811,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1974,1603.33913679,18.395220655162596,14.948996553083216,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1975,1221.28688089,9.47510144204883,12.495004838971669,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1976,1561.12352169,16.126367647250518,14.67783791428005,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1977,1290.64877586,14.17699661095619,12.940529012439724,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1978,925.39368632,6.113744842460292,10.594428578726172,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1979,1669.00759461,16.784259232029818,15.370797102301657,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1980,974.57423073,9.920103033385717,10.910324235966382,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1981,1496.26495297,14.918022208679938,14.261239431297463,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1982,773.35650469,NA,9.6178658750772,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1983,842.91974943,6.345070578630363,6.301683837072982,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1984,1108.91103221,7.534138963645613,8.010194633404657,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1985,1087.27216293,5.912414343420918,7.871204207106109,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1986,813.01853592,8.23507328344092,6.109622858339678,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1987,829.69157558,6.67222363436654,6.21671685017676,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1988,722.6632666099999,NA,5.529254390966738,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1989,1044.28665438,NA,7.595100401462879,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1990,873.04810925,NA,6.495203818217664,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1991,1067.98139197,13.413332077290296,7.747296046995534,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1992,893.7545589,NA,6.628205142212118,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1993,824.04916192,NA,6.18047459233009,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1994,635.69352246,NA,4.970631772655688,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1995,990.2565736,NA,7.248055282635987,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1996,1343.67223401,10.7132492421536,13.281108409483512,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1997,1097.49262113,12.499476441494306,11.699851602695192,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1998,1323.15318905,13.478848533861813,13.149310820185931,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1999,1529.39140946,14.753668489256,14.474016737252215,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
2000,1225.51314957,13.03494220378215,12.52215093786826,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
2001,949.2952505,12.999722377633232,10.747952709381686,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
2002,719.95870226,NA,9.274881996062271,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
2003,673.56779164,NA,8.976904668318483,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
2004,1195.82572486,13.58890518794964,12.33146316380963,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
2005,718.23381317,5.15819631459417,9.263802717065085,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
2006,1233.14704917,11.221410950189853,12.571184875177778,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
2007,1126.81185814,NA,11.88817443962524,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
2008,1336.33854353,15.480785445548031,13.23400277041489,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
2009,1090.64827559,NA,11.655889115929838,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
2010,1665.03921495,12.50008244269628,15.34530747188147,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
2011,1584.71859062,15.250766966412316,14.829393369728706,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
2012,1086.99945384,NA,11.632452064577592,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
2013,1432.8205578,NA,13.85372444440847,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
2014,1145.68537051,12.28103441531207,12.009402471280378,105102A,streamflow_model_drought_precip_only,CO2_variable_objective_function,cma_result
1959,1004.18589102,NA,11.085870195198062,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1960,865.37234412,NA,10.201648675427068,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1961,662.81046938,NA,8.83566416251605,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1962,1057.08330729,NA,11.308210507354548,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1963,1447.97910588,NA,13.990459923518944,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1964,1437.53385828,NA,14.08459876108276,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1965,798.3533141,NA,9.948273065359569,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1966,481.20253932,NA,7.643525295812475,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1967,1129.75812108,NA,11.707232093670347,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1968,1025.37110759,NA,11.275957653503587,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1969,764.85776245,18.110647515252506,9.561764432507244,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1970,1015.82765689,8.094366294367836,11.084673651080246,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1971,1403.67281596,13.644673396180549,13.68986070413322,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1972,1307.88746308,15.306061474623911,13.226330916322812,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1973,1442.89416026,11.53197080661532,14.073232924383037,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1974,1603.33913679,18.395220655162596,15.164040767826592,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1975,1221.28688089,9.47510144204883,12.75408399462416,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1976,1561.12352169,16.126367647250518,14.81088884493261,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1977,1290.64877586,14.17699661095619,13.1822551718077,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1978,925.39368632,6.113744842460292,10.717077260986136,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1979,1669.00759461,16.784259232029818,15.387100073910586,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1980,974.57423073,9.920103033385717,11.168799142787432,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1981,1496.26495297,14.918022208679938,14.294949937957384,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1982,773.35650469,NA,9.798980171479366,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1983,842.91974943,6.345070578630363,6.224523206538946,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1984,1108.91103221,7.534138963645613,7.732539984706259,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1985,1087.27216293,5.912414343420918,7.68329813042297,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1986,813.01853592,8.23507328344092,5.903114257695536,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1987,829.69157558,6.67222363436654,5.903756208351892,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1988,722.6632666099999,NA,5.210232178280119,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1989,1044.28665438,NA,7.252567973313072,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1990,873.04810925,NA,6.266129842998668,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1991,1067.98139197,13.413332077290296,7.469818746956753,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1992,893.7545589,NA,6.413418584744155,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1993,824.04916192,NA,5.897980116731708,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1994,635.69352246,NA,4.646304054323567,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1995,990.2565736,NA,6.868420290270139,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1996,1343.67223401,10.7132492421536,13.046670389337857,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1997,1097.49262113,12.499476441494306,11.82412929766518,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1998,1323.15318905,13.478848533861813,13.212691951917533,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1999,1529.39140946,14.753668489256,14.632927843322294,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
2000,1225.51314957,13.03494220378215,12.74942778332898,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
2001,949.2952505,12.999722377633232,10.845850295503295,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
2002,719.95870226,NA,9.244861108184049,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
2003,673.56779164,NA,8.84764848240661,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
2004,1195.82572486,13.58890518794964,12.208009455735215,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
2005,718.23381317,5.15819631459417,9.315865533354886,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
2006,1233.14704917,11.221410950189853,12.478106924269785,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
2007,1126.81185814,NA,11.97982057796426,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
2008,1336.33854353,15.480785445548031,13.307528621622971,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
2009,1090.64827559,NA,11.79551484636194,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
2010,1665.03921495,12.50008244269628,15.42644873700315,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
2011,1584.71859062,15.250766966412316,15.125018713947018,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
2012,1086.99945384,NA,11.88152294376351,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
2013,1432.8205578,NA,13.926818979184864,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
2014,1145.68537051,12.28103441531207,12.189528286475324,105102A,streamflow_model_drought_precip_auto,constant_sd_objective_function,cma_result
1959,1004.18589102,NA,11.085870940818127,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1960,865.37234412,NA,10.201649662813905,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1961,662.81046938,NA,8.835665040686383,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1962,1057.08330729,NA,11.308210415296967,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1963,1447.97910588,NA,13.990460310820712,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1964,1437.53385828,NA,14.08460023536302,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1965,798.3533141,NA,9.948275340048468,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1966,481.20253932,NA,7.643526351125338,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1967,1129.75812108,NA,11.707231467738437,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1968,1025.37110759,NA,11.27595862585894,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1969,764.85776245,18.110647515252506,9.561765617527335,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1970,1015.82765689,8.094366294367836,11.084673905927923,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1971,1403.67281596,13.644673396180549,13.689861073527634,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1972,1307.88746308,15.306061474623911,13.226332413820831,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1973,1442.89416026,11.53197080661532,14.073234161616575,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1974,1603.33913679,18.395220655162596,15.164042144596886,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1975,1221.28688089,9.47510144204883,12.754086222727093,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1976,1561.12352169,16.126367647250518,14.810889812841726,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1977,1290.64877586,14.17699661095619,13.182257161683374,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1978,925.39368632,6.113744842460292,10.71707907592595,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1979,1669.00759461,16.784259232029818,15.387100104197485,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1980,974.57423073,9.920103033385717,11.168801646146605,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1981,1496.26495297,14.918022208679938,14.29495037471073,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1982,773.35650469,NA,9.798982492954227,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1983,842.91974943,6.345070578630363,6.2245248949941185,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1984,1108.91103221,7.534138963645613,7.73253994966105,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1985,1087.27216293,5.912414343420918,7.6832986034761825,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1986,813.01853592,8.23507328344092,5.903115041720553,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1987,829.69157558,6.67222363436654,5.9037562982773215,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1988,722.6632666099999,NA,5.210232343472417,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1989,1044.28665438,NA,7.252567521156463,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1990,873.04810925,NA,6.266130337564216,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1991,1067.98139197,13.413332077290296,7.469818700818742,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1992,893.7545589,NA,6.41341916596502,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1993,824.04916192,NA,5.897980399711482,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1994,635.69352246,NA,4.646304323895218,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1995,990.2565736,NA,6.868419683368789,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1996,1343.67223401,10.7132492421536,13.04666912703328,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1997,1097.49262113,12.499476441494306,11.82413067552424,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1998,1323.15318905,13.478848533861813,13.212692765552733,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1999,1529.39140946,14.753668489256,14.63292893950478,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
2000,1225.51314957,13.03494220378215,12.749429782640174,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
2001,949.2952505,12.999722377633232,10.845851916012768,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
2002,719.95870226,NA,9.244862213512738,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
2003,673.56779164,NA,8.847648982592565,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
2004,1195.82572486,13.58890518794964,12.208009194018922,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
2005,718.23381317,5.15819631459417,9.315867058540636,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
2006,1233.14704917,11.221410950189853,12.478106866337638,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
2007,1126.81185814,NA,11.97982177460353,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
2008,1336.33854353,15.480785445548031,13.307529470676872,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
2009,1090.64827559,NA,11.79551646087022,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
2010,1665.03921495,12.50008244269628,15.426449180352389,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
2011,1584.71859062,15.250766966412316,15.125020591199926,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
2012,1086.99945384,NA,11.8815253334997,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
2013,1432.8205578,NA,13.926819756489488,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
2014,1145.68537051,12.28103441531207,12.189530078200251,105102A,streamflow_model_drought_precip_auto,CO2_variable_objective_function,cma_result
1959,1566.79728946,NA,84.55999475687679,107001B,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1960,1386.25232094,NA,68.47936041743785,107001B,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1961,836.10166183,NA,19.47898309720682,107001B,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1962,1402.71915988,NA,69.94601561082942,107001B,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1963,1978.65608149,NA,121.243103061741,107001B,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1964,1982.75118067,NA,121.60784206852216,107001B,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1965,1340.89326288,NA,64.43935624217092,107001B,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1966,752.59650075,NA,12.041412436606125,107001B,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1967,1622.8016622,NA,89.54814727546565,107001B,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
1968,1385.57532886,72.09727647689769,68.41906263025265,107001B,streamflow_model_drought_precip_only,constant_sd_objective_function,cma_result
